y,group,x
0.6296111665004984,0.0,5.39365688484811
0.5398009950248757,0.0,5.757439199822668
0.5628855721393035,0.0,5.758398522562307
0.5298507462686567,0.0,5.758053503076333
0.5135323383084577,0.0,5.758491558301321
0.5525373134328357,0.0,5.758179506405554
0.5354228855721392,0.0,5.758841564054168
0.5521293263067939,0.0,5.388740365153143
0.5206965174129353,0.0,5.757916485704159
0.5322388059701493,0.0,5.758053503076315
0.6733821733821734,0.0,5.026350355602191
0.5453731343283582,0.0,5.756184937991556
0.5429850746268656,0.0,5.758573625828143
0.5553233830845771,0.0,5.75664761594938
0.6147984617575843,0.0,5.39247392670231
0.529452736318408,0.0,5.758053503076315
0.5481592039800995,0.0,5.758819700094091
0.5290547263681592,0.0,5.758819700094091
0.5302487562189054,0.0,5.758053503076335
0.611020111020111,0.0,4.840458856300091
0.5321891468451788,0.0,5.39317858612767
0.5202985074626866,0.0,5.757439199822693
0.5218905472636816,0.0,5.758836098206542
0.5250746268656716,0.0,5.758819700094091
0.5481592039800995,0.0,5.758836098206542
0.5612935323383085,0.0,5.757439199822702
0.548955223880597,0.0,5.758836098206542
0.5557213930348259,0.0,5.758792368007898
0.5378109452736318,0.0,5.753544621005943
0.5573134328358209,0.0,5.758573625828143
0.5453731343283582,0.0,5.758053503076315
0.6651681651681651,0.0,5.205619804034141
0.5752238805970149,0.0,5.75725797089094
0.553731343283582,0.0,5.757257970890933
0.5529353233830846,0.0,5.758179506405554
0.5202985074626865,0.0,5.7576093502019985
0.5374129353233831,0.0,5.756184937991531
0.5183084577114427,0.0,5.758644733713149
0.5421890547263681,0.0,5.758819700094091
0.5330348258706468,0.0,5.758754099099166
0.6284717276741205,0.0,5.393116616898006
0.5577114427860697,0.0,5.758398522562307
0.5302487562189054,0.0,5.757768439924762
0.5370149253731343,0.0,5.7587923680079065
0.5254726368159204,0.0,5.7559367948750655
0.5429850746268656,0.0,5.754831564936868
0.5525373134328357,0.0,5.758491558301329
0.46092796092796096,0.0,5.208914099501017
0.5310447761194029,0.0,5.75664761594938
0.566372311636519,0.0,5.393729896696825
0.6264622358856785,1.0,2.287837746216869
0.5960338624338624,1.0,2.2533639237129033
0.6297696629728416,1.0,2.371695375555158
0.6730841014155684,1.0,2.435722466210445
0.5903105552716232,1.0,2.494334603070148
0.6184357541899441,1.0,2.4605906580954335
0.6059762643055503,1.0,2.793383110990427
0.5539665407447383,1.0,2.524181545039083
0.6144414715048753,1.0,2.50962717540936
0.6580422368405623,1.0,2.685963001096849
0.6253034224906528,1.0,2.6616853525949
0.640528813559322,1.0,2.367723957241565
0.6241855895936135,1.0,2.6669701761513043
0.595346710177166,1.0,2.6562312597325755
0.6186240272774769,1.0,2.375208839837926
0.6004146033974084,1.0,2.844090523339589
0.5588691899276556,1.0,2.5490276753241785
0.6358806378020959,1.0,2.7445274557095054
0.6526209310540457,1.0,2.590663905943366
0.5928243719213423,1.0,2.849076842753462
0.69692745920503,1.0,2.2856631372779006
0.5552888594603542,1.0,2.13953110685982
0.5845321158870991,1.0,2.4304648954944463
0.6411667916858228,1.0,2.184125786915516
0.6212786481721718,1.0,2.633224714085599
0.550018909587771,1.0,2.764204041904135
0.6314799968383374,1.0,2.7171580187895854
0.6868342202046318,1.0,2.4818609525540882
0.5853672496025437,1.0,2.8111614494490893
0.6699560282237448,1.0,2.39921868098414
0.6509243728288466,1.0,2.3734148542915103
0.6678140877251,1.0,2.497208186293868
0.592827284923882,1.0,2.6368474055030453
0.5826818135336389,1.0,2.382094164023468
0.6201334816462736,1.0,2.4938054032202315
0.6716168985634361,1.0,2.869563321966809
0.607595657258774,1.0,2.5367444309332194
0.6627688516390344,1.0,2.751146904320397
0.6105194024987526,1.0,2.5202476005549763
0.6429215645010973,1.0,2.497522687393653
0.6540633010015696,1.0,2.67024346638137
0.6679520330619573,1.0,2.644716526793257
0.6292885518237631,1.0,2.7782877311528633
0.6561432222126511,1.0,2.4266195798546546
0.6399473826102315,1.0,2.391121185720053
0.6722807306990769,1.0,2.386321792375713
0.6392826490865706,1.0,2.4145875191186885
0.6339810541656546,1.0,2.4567327719567675
0.6517676281610618,1.0,2.3692292329749187
0.6667233422394948,1.0,2.4581370828821467
